words,Parts of speech,Number of word meanings,word meaning sequence number,Sentiment classification,strength,polarity,polar weight
exquisite disclosure,idiom,1,1,Praiseworthy,7,1,2
rumors,idiom,1,1,Blameworthy,7,2,2
displacement,idiom,1,1,Praiseworthy,5,1,2
longwei yanzhao,idiom,1,1,Praiseworthy,7,1,2
dragonfly,idiom,1,1,Praiseworthy,5,1,2
luli mottled,idiom,1,1,Praiseworthy,3,1,2
aconitum equine,idiom,1,1,Undesirable,5,2,2
full house,idiom,1,1,Praiseworthy,7,1,2
slow ceremony,idiom,1,1,Desirable,3,0,1
open door,idiom,1,1,Undesirable,7,2,2
act randomly,idiom,1,1,Blameworthy,7,2,2
random guessing,idiom,1,1,Blameworthy,5,2,2
reflection,idiom,4,3,Blameworthy,5,2,2
destroy fangwahe,idiom,1,1,Undesirable,5,0,1
instructive,idiom,1,1,Praiseworthy,7,1,2
so excited,idiom,1,1,Undesirable,9,0,1
platoon risk,idiom,1,1,Blameworthy,5,2,2
solitary couple,idiom,1,1,Undesirable,5,2,2
skinny pin,idiom,1,1,Blameworthy,7,2,2
longevity counts,idiom,1,1,Confirmed,7,1,2
舿目饥心,idiom,1,1,Confirmed,9,1,2
haisangling valley,idiom,1,1,Undesirable,5,0,1
handan toddler,idiom,1,1,Blameworthy,5,2,2
bear hardships,idiom,1,1,Praiseworthy,7,1,2
sweating clothes,idiom,1,1,Undesirable,9,0,1
good looking,idiom,1,1,Confirmed,5,1,2
helu haiyi,idiom,1,1,Desirable,5,1,2
hengshi chengshu,idiom,1,1,Undesirable,5,1,2
hongzhi juzhi,idiom,1,1,Confirmed,7,1,2
teacher's example,noun,1,1,Confirmed,5,1,2
senior brother,noun,1,1,Praiseworthy,5,1,2
clinic,verb,1,1,Confirmed,5,1,2
know thorns,verb,1,1,Praiseworthy,5,1,2
positivism,noun,1,1,Blameworthy,5,2,2
cosmopolitanism,noun,1,1,Blameworthy,5,1,2
transactionalism,noun,1,1,Blameworthy,5,2,2
vow,noun,1,1,Praiseworthy,7,1,2
social butterfly,noun,1,1,Blameworthy,7,2,2
jiaowa,noun,1,1,Desirable,7,1,2
opisthotonus,noun,1,1,Blameworthy,5,0,1
beriberi,noun,1,1,Blameworthy,7,0,1
dogmatism,noun,1,1,Blameworthy,7,2,2
coherent,noun,1,1,Praiseworthy,5,0,1
jailbreak,verb,1,1,Blameworthy,5,0,1
become acquainted,verb,1,1,Desirable,5,0,1
explanation,verb,1,1,Desirable,7,0,1
gold chain,noun,1,1,Praiseworthy,7,1,2
hypocrite,noun,1,1,Blameworthy,7,2,2
wenwan,noun,1,1,Desirable,5,0,1
alas,nw,2,1,Undesirable,5,0,1
immeasurable,adj,1,1,Praiseworthy,7,1,2
transitive,idiom,1,1,Praiseworthy,7,1,2
ruined ruins,idiom,1,1,Undesirable,9,2,2
tunjiesaixiang,idiom,1,1,Blameworthy,5,2,2
empty words,idiom,1,1,Blameworthy,5,2,2
projectile,idiom,1,1,Praiseworthy,7,1,2
lucky hit,idiom,1,1,Blameworthy,7,2,2
your majesty,idiom,1,1,Praiseworthy,7,1,2
losing prestige,idiom,1,1,Blameworthy,7,2,2
marry someone,idiom,1,1,Undesirable,7,2,2
wenso dingjia,idiom,1,1,Praiseworthy,9,1,2
documentation home,idiom,1,1,Praiseworthy,9,1,2
wenyang tianfan,idiom,1,1,Desirable,7,1,2
endless,idiom,1,1,Undesirable,7,2,2
nameless simplicity,idiom,1,1,Praiseworthy,7,1,2
invisible sin,idiom,1,1,Undesirable,9,2,2
self-taught,idiom,1,1,Praiseworthy,7,1,2
iron hand,noun,1,1,Undesirable,5,2,2
suspended,verb,1,1,Undesirable,5,2,2
hair oil,noun,1,1,Praiseworthy,7,1,2
bumpkin,noun,1,1,Blameworthy,7,2,2
chieftain system,noun,1,1,Blameworthy,9,2,2
shirk,verb,1,1,Blameworthy,7,1,2
legs,noun,1,1,Blameworthy,7,2,2
stupid laugh,verb,1,1,Desirable,3,0,1
boo,verb,1,1,Blameworthy,5,0,1
and mud,verb,1,1,Blameworthy,3,0,1
adaptive forgetfulness,idiom,1,1,Desirable,5,1,2
scholarly family,idiom,1,1,Praiseworthy,5,1,2
mouse fang,idiom,1,1,Blameworthy,5,2,2
tree down,idiom,1,1,Undesirable,5,2,2
constipate,noun,1,1,Undesirable,5,2,2
transsexual,adj,1,1,Blameworthy,5,2,2
endangered,adj,1,1,Undesirable,7,2,2
pancake,noun,1,1,Desirable,5,1,2
virus,noun,1,1,Undesirable,5,2,2
patient,noun,1,1,Undesirable,3,2,2
pathogens,noun,1,1,Undesirable,5,2,2
polka,noun,1,1,Desirable,7,1,2
great aunt,noun,1,1,Praiseworthy,5,1,2
nice eye,adj,1,1,Desirable,7,1,2
regardless of,verb,1,1,Praiseworthy,5,1,2
can't,verb,1,1,Disconfirmed,3,2,2
not sycophantic,adj,1,1,Undesirable,5,2,2
not bad,adj,1,1,Praiseworthy,5,1,2
not satisfied,noun,1,1,Blameworthy,7,2,2
offer suggestions,verb,1,1,Desirable,3,0,1
hometown wishes,noun,1,1,Blameworthy,5,2,2
congenial,verb,1,1,Desirable,3,0,1
xianghua,verb,1,1,Praiseworthy,5,0,1
negative romanticism,noun,1,1,Blameworthy,3,0,1
small lock,noun,1,1,Blameworthy,3,2,2
small abacus,noun,1,1,Blameworthy,3,0,1
smiley face,noun,1,1,Desirable,5,0,1
hysteria,adj,2,2,Blameworthy,5,0,1
shao ai,noun,2,2,Praiseworthy,5,1,2
shen xue,verb,1,1,Undesirable,7,2,2
further study,verb,1,1,Praiseworthy,1,1,2
fetish,noun,2,1,Praiseworthy,5,1,2
penetrate,verb,2,2,Blameworthy,3,2,2
live,verb,2,2,Desirable,1,1,2
lovelorn,noun,1,1,Undesirable,7,2,2
peerless,adj,1,1,Praiseworthy,7,0,1
horse,noun,1,1,Praiseworthy,9,1,2
kaiti,adj,1,1,Desirable,5,1,2
cut seats,verb,1,1,Undesirable,6,0,1
guaizi,noun,1,1,Undesirable,2,0,1
heart-to-heart,verb,1,1,Confirmed,5,0,1
sticky,adj,1,1,Undesirable,3,0,1
wringing hands,verb,1,1,Undesirable,7,2,2
exterminate,verb,1,1,Praiseworthy,5,1,2
class perspective,noun,2,1,Praiseworthy,7,1,2
every day,adj,1,1,Praiseworthy,5,1,2
excuse,noun,1,1,Blameworthy,5,2,2
financial oligarchy,noun,1,1,Blameworthy,7,0,1
mud legs,noun,1,1,Blameworthy,5,2,2
fly fly,adj,1,1,Blameworthy,5,2,2
yumiu,adj,1,1,Blameworthy,9,2,2
ranger,noun,1,1,Praiseworthy,7,1,2
right wing,noun,2,1,Blameworthy,7,2,2
talk freely,verb,1,1,Desirable,5,1,2
extra-economic exploitation,verb,1,1,Blameworthy,5,2,2
thanks,verb,1,1,Praiseworthy,5,1,2
housekeeping,verb,1,1,Desirable,5,1,2
not published,idiom,1,1,Praiseworthy,5,1,2
soldier training,idiom,1,1,Praiseworthy,5,1,2
drama zhida,idiom,1,1,Praiseworthy,5,0,1
not satisfactory,idiom,1,1,Undesirable,5,0,1
yunxin water-based,idiom,1,1,Blameworthy,5,2,2
corrupt officials,idiom,1,1,Blameworthy,5,2,2
shower stains,idiom,1,1,Blameworthy,3,2,2
ugly words,idiom,1,1,Blameworthy,5,2,2
face ashen,idiom,1,1,Undesirable,5,0,1
magical calculation,idiom,1,1,Praiseworthy,5,1,2
indistinguishable,idiom,1,1,Desirable,7,1,2
roma lianzhandou,idiom,1,1,Blameworthy,5,2,2
insufficient food,idiom,1,1,Undesirable,5,2,2
tasteful food,idiom,1,1,Undesirable,5,2,2
bulging eyes,idiom,1,1,Undesirable,7,2,2
magnificent travels,idiom,1,1,Confirmed,7,1,2
ghostly tricks,idiom,1,1,Blameworthy,9,2,2
containing blemishes,idiom,1,1,Praiseworthy,5,1,2
erotic,idiom,1,1,Blameworthy,7,2,2
haozhu aisi,idiom,1,1,Undesirable,5,0,1
haohao tangtang,idiom,1,1,Confirmed,7,0,1
hedong lion,idiom,1,1,Blameworthy,5,2,2
heming people,idiom,1,1,Confirmed,5,1,2
across,idiom,1,1,Confirmed,5,1,2
excessive taxation,idiom,1,1,Blameworthy,7,2,2
violently,idiom,1,1,Confirmed,7,1,2
hongxuan fengzhu,idiom,1,1,Confirmed,7,1,2
emperor hutian,idiom,2,2,Blameworthy,7,2,2
psalms,noun,2,2,Confirmed,5,1,2
seventeen warriors,noun,1,1,Praiseworthy,5,1,2
yaguchi,verb,1,1,Blameworthy,5,2,2
demonstration,noun,1,1,Confirmed,5,1,2
pass away,verb,1,1,Undesirable,7,1,2
close up,verb,2,1,Blameworthy,5,2,2
dove-shaped,idiom,1,1,Undesirable,5,0,1
daylight,idiom,1,1,Praiseworthy,7,1,2
rejoicing,idiom,1,1,Desirable,9,1,2
like new,idiom,1,1,Desirable,5,1,2
golden world,idiom,1,1,Desirable,5,1,2
yellow rice,idiom,1,1,Blameworthy,5,0,1
myolysis understanding,idiom,1,1,Praiseworthy,5,1,2
extremely passionate,idiom,1,1,Desirable,7,1,2
jingdi jingtian,idiom,1,1,Undesirable,7,0,1
jizi longwen,idiom,1,1,Praiseworthy,7,1,2
pug,noun,2,2,Blameworthy,7,2,2
good sir,noun,1,1,Blameworthy,3,2,2
family fun,noun,1,1,Desirable,3,0,1
huotou,noun,4,4,Undesirable,5,0,1
baba,adj,4,1,Undesirable,5,0,1
head,noun,1,1,Blameworthy,5,2,2
decoration,verb,2,2,Desirable,5,0,1
diplomatic relations,noun,1,1,Desirable,5,0,1
improper pictures,idiom,1,1,Blameworthy,7,2,2
tuo tuo,idiom,1,1,Desirable,7,1,2
article economy,idiom,1,1,Praiseworthy,9,1,2
yellow grip,idiom,1,1,Praiseworthy,7,1,2
woohoo hehe,idiom,1,1,Undesirable,7,2,2
it's inevitable,idiom,2,1,Praiseworthy,9,1,2
homeless,idiom,2,1,Undesirable,9,2,2
nobody,idiom,1,1,Blameworthy,7,2,2
nothing important,idiom,1,1,Blameworthy,7,2,2
overlapping rhymes,noun,1,1,Desirable,7,1,2
lose face,noun,1,1,Undesirable,7,2,2
bridal chamber,noun,1,1,Desirable,9,1,2
antiphon,verb,1,1,Desirable,9,1,2
helplessly,adj,1,1,Undesirable,5,2,2
feint,verb,1,1,Praiseworthy,5,0,1
old scalper,noun,1,1,Praiseworthy,7,1,2
gourmet,noun,1,1,Blameworthy,3,2,2
leng gong,noun,1,1,Blameworthy,5,2,2
get-together,verb,1,1,Desirable,5,1,2
fan,verb,1,1,Desirable,5,0,1
chirp chirp,adj,1,1,Desirable,5,0,1
secondly,adj,2,2,Desirable,5,0,1
surprise attack,verb,1,1,Undesirable,6,0,1
banner,noun,1,1,Blameworthy,6,2,2
not only,adj,1,1,Desirable,7,0,1
fate,noun,1,1,Desirable,5,0,1
abandoned wife,noun,1,1,Blameworthy,6,2,2
chollima,noun,1,1,Praiseworthy,6,1,2
matchmaking,noun,1,1,Desirable,5,0,1
go ahead,noun,1,1,Desirable,5,0,1
clamp,verb,1,1,Desirable,7,0,1
shocked boyou,idiom,1,1,Undesirable,7,2,2
伈伈睝睍,idiom,1,1,Undesirable,8,2,2
in unison,idiom,1,1,Undesirable,6,0,1
lingyun's ambition,idiom,1,1,Praiseworthy,7,1,2
miao chuyishi,idiom,1,1,Praiseworthy,5,1,2
minhe nianmin,idiom,1,1,Desirable,9,1,2
celebrities,idiom,1,1,Praiseworthy,6,1,2
supercilious,idiom,1,1,Blameworthy,7,2,2
monkey dress,idiom,1,1,Blameworthy,6,2,2
yehe xianyun,idiom,1,1,Desirable,7,1,2
private nest,noun,1,1,Blameworthy,5,2,2
settle accounts,verb,2,1,Blameworthy,5,2,2
superficial knowledge,idiom,1,1,Blameworthy,5,2,2
fujiafanzhai,idiom,1,1,Desirable,7,1,2
fuyinpanda,idiom,1,1,Praiseworthy,7,1,2
guari lingyun,idiom,1,1,Praiseworthy,9,1,2
jiaochang xiuhu,idiom,1,1,Desirable,5,1,2
gazette private,idiom,1,1,Blameworthy,5,2,2
common thread,idiom,1,1,Praiseworthy,7,1,2
iron fist,noun,1,1,Praiseworthy,5,1,2
shut down,verb,1,1,Undesirable,5,2,2
wanted,verb,1,1,Undesirable,5,2,2
command,verb,1,1,Confirmed,7,1,2
clue,noun,1,1,Desirable,3,1,2
totem,verb,1,1,Praiseworthy,9,1,2
tu emperor,noun,1,1,Blameworthy,9,2,2
postpone,verb,1,1,Undesirable,5,2,2
convinced,noun,2,1,Desirable,7,0,1
disturbance,verb,1,1,Undesirable,7,0,1
people,noun,2,1,Praiseworthy,5,1,2
personnel,noun,6,3,Undesirable,5,2,2
rendi,noun,1,1,Praiseworthy,3,0,1
plead guilty,noun,1,1,Undesirable,7,2,2
still,verb,2,2,Praiseworthy,5,0,1
rudi,noun,1,1,Praiseworthy,3,0,1
house arrest,verb,1,1,Undesirable,5,2,2
run example,noun,1,1,Desirable,3,0,1
private party,noun,1,1,Blameworthy,5,2,2
illegitimate child,noun,1,1,Blameworthy,5,2,2
stand solemnly,verb,1,1,Praiseworthy,5,1,2
corruption offender,noun,1,1,Blameworthy,5,2,2
enteric typhoid,noun,1,1,Undesirable,5,2,2
excess profits,verb,1,1,Desirable,7,1,2
overweight,verb,1,1,Undesirable,5,2,2
addicted,verb,1,1,Undesirable,5,2,2
not convinced,adj,1,1,Undesirable,7,2,2
ability,noun,1,1,Praiseworthy,5,1,2
crossbow blunt,noun,1,1,Blameworthy,5,2,2
shimotsaka maru,idiom,1,1,Praiseworthy,7,1,2
succinct,idiom,1,1,Praiseworthy,7,1,2
generalities,idiom,1,1,Undesirable,7,2,2
debate,idiom,1,1,Blameworthy,8,2,2
justify yourself,idiom,1,1,Confirmed,6,1,2
daringly loyal,idiom,1,1,Praiseworthy,7,1,2
bole xiangma,idiom,1,1,Praiseworthy,5,1,2
capturing style,idiom,1,1,Disconfirmed,5,2,2
unremarkable,idiom,1,1,Praiseworthy,5,1,2
it's unspeakable,idiom,1,1,Undesirable,5,0,1
angzang,noun,1,1,Praiseworthy,7,1,2
flatter,verb,1,1,Blameworthy,5,2,2
overlord,noun,1,1,Blameworthy,5,2,2
relieve inflammation,verb,1,1,Undesirable,5,0,1
see you,verb,1,1,Praiseworthy,5,1,2
half life,noun,1,1,Undesirable,5,2,2
chime in,verb,1,1,Blameworthy,5,2,2
guaranteed tickets,noun,1,1,Desirable,5,0,1
hozen bagged,idiom,1,1,Undesirable,5,2,2
boring gourd,noun,1,1,Blameworthy,1,2,2
tonsillitis,noun,1,1,Blameworthy,5,2,2
chameleon,noun,1,1,Blameworthy,5,2,2
distinguish guest,noun,1,1,Praiseworthy,5,1,2
orator,noun,1,1,Praiseworthy,5,1,2
confession,verb,1,1,Confirmed,3,1,2
expel,verb,1,1,Blameworthy,5,2,2
weapon,noun,1,1,Undesirable,3,2,2
medical records,noun,1,1,Blameworthy,5,2,2
ward,noun,1,1,Blameworthy,5,2,2
hospital,noun,1,1,Undesirable,5,2,2
turn down,verb,1,1,Disconfirmed,5,2,2
tossing,noun,1,1,Undesirable,5,2,2
unfavorable,adj,1,1,Undesirable,5,2,2
unexpectedly,verb,1,1,Undesirable,7,1,2
not words,adj,1,1,Blameworthy,7,2,2
popular photo,idiom,1,1,Praiseworthy,7,1,2
fenggeluan dance,idiom,1,1,Praiseworthy,9,1,2
tarsocalyx lianfang,idiom,1,1,Praiseworthy,7,1,2
to apologize,idiom,1,1,Undesirable,9,1,2
disloyalty,idiom,1,1,Blameworthy,9,2,2
high talk,idiom,1,1,Blameworthy,7,2,2
stem panpingpiao,idiom,1,1,Undesirable,5,0,1
gongyu danguan,idiom,1,1,Praiseworthy,7,1,2
dedication,noun,1,1,Desirable,5,1,2
xiangyi,noun,1,1,Desirable,3,0,1
detailed support,adj,1,1,Praiseworthy,1,0,1
xiangqing,adj,1,1,Praiseworthy,3,0,1
up,verb,1,1,Praiseworthy,3,1,2
consume,noun,2,2,Undesirable,1,0,1
little one,noun,2,2,Desirable,1,0,1
little man,noun,1,1,Desirable,5,1,2
serve,verb,1,1,Praiseworthy,1,0,1
inclined road,noun,1,1,Blameworthy,5,2,2
time,noun,2,2,Praiseworthy,5,1,2
apply,verb,1,1,Praiseworthy,3,1,2
deeply awake,noun,1,1,Praiseworthy,1,1,2
child prodigy,noun,1,1,Praiseworthy,7,1,2
aesthetic,verb,1,1,Praiseworthy,5,1,2
resort,noun,1,1,Praiseworthy,5,1,2
lose ground,noun,1,1,Undesirable,3,2,2
unemployment,noun,1,1,Undesirable,5,2,2
disfigured,noun,1,1,Desirable,5,0,1
pu chi,adj,1,1,Desirable,7,0,1
elaborate,verb,1,1,Desirable,7,0,1
universal,adj,1,1,Desirable,5,0,1
surprise soldier,noun,1,1,Praiseworthy,7,1,2
angry bun,noun,1,1,Blameworthy,5,0,1
deportment,noun,1,1,Desirable,5,1,2
qianmian,adj,1,1,Praiseworthy,3,1,2
broker,noun,1,1,Desirable,5,0,1
fu fenhelang,idiom,1,1,Praiseworthy,1,0,1
status,verb,1,1,Praiseworthy,5,1,2
a kiss?,idiom,1,1,Praiseworthy,9,1,2
shirk responsibility,verb,1,1,Blameworthy,5,2,2
apologize,verb,1,1,Undesirable,7,1,2
newlywed,noun,1,1,Desirable,5,0,1
new style,noun,1,1,Desirable,3,0,1
xu tu,noun,1,1,Praiseworthy,5,0,1
henpecked,verb,1,1,Undesirable,5,0,1
add meaning,verb,1,1,Praiseworthy,3,0,1
solid wall,verb,1,1,Praiseworthy,1,1,2
athletes,noun,1,1,Praiseworthy,5,1,2
sexy friends,idiom,1,1,Blameworthy,5,2,2
drinking water,idiom,1,1,Desirable,5,1,2
yingge yanyu,idiom,1,1,Desirable,5,0,1
streaming responses,idiom,1,1,Praiseworthy,5,1,2
support fire-fighting,idiom,1,1,Blameworthy,5,2,2
traveling years,idiom,1,1,Desirable,5,0,1
roundabout talk,idiom,1,1,Blameworthy,3,2,2
surplus food,idiom,1,1,Blameworthy,5,2,2
lingering sound,idiom,1,1,Praiseworthy,7,1,2
elmugelao,idiom,1,1,Blameworthy,5,2,2
the couple,idiom,1,1,Praiseworthy,7,1,2
abyss,idiom,1,1,Praiseworthy,7,1,2
鍅茝鴴兰,idiom,1,1,Praiseworthy,7,1,2
superficial talk,idiom,1,1,Blameworthy,5,2,2
xingchi telecom,idiom,1,1,Praiseworthy,3,0,1
hidden traces,idiom,1,1,Undesirable,5,0,1
glimpses,idiom,1,1,Blameworthy,5,2,2
half-assed,idiom,1,1,Blameworthy,5,2,2
not surprised,idiom,1,1,Desirable,5,0,1
picking teeth,idiom,1,1,Blameworthy,7,2,2
old enemy,idiom,1,1,Desirable,7,0,1
quick win,idiom,1,1,Praiseworthy,7,1,2
conversation,idiom,1,1,Praiseworthy,7,1,2
taoguang liancai,idiom,1,1,Praiseworthy,3,1,2
tengtengwuwu,idiom,1,1,Blameworthy,5,2,2
濿崴sotu,idiom,1,1,Praiseworthy,3,0,1
tianwang huihui,idiom,2,1,Confirmed,7,1,2
tongwendayi,idiom,1,1,Praiseworthy,7,1,2
same enemy,idiom,1,1,Praiseworthy,7,1,2
immortality together,idiom,1,1,Praiseworthy,9,1,2
rejection,idiom,1,1,Praiseworthy,1,1,2
pornographic music,noun,1,1,Blameworthy,5,2,2
hui he,adj,1,1,Praiseworthy,3,0,1
talk back,verb,1,1,Blameworthy,3,0,1
qiangmeibowen,idiom,1,1,Praiseworthy,7,1,2
rich people,idiom,1,1,Praiseworthy,5,1,2
qingtianjiahai,idiom,1,1,Praiseworthy,9,1,2
rouyuan suihuai,idiom,1,1,Praiseworthy,3,0,1
sharp frustration,idiom,1,1,Undesirable,7,0,1
saijingyizao,idiom,1,1,Praiseworthy,5,1,2
stragglers,idiom,1,1,Blameworthy,3,2,2
sad words,idiom,1,1,Blameworthy,5,2,2
be considerate,idiom,1,1,Blameworthy,5,2,2
insinuations,idiom,1,1,Blameworthy,5,2,2
tiger kiss,idiom,1,1,Undesirable,7,0,1
reveal deeply,idiom,1,1,Praiseworthy,5,1,2
far-sighted plan,idiom,1,1,Praiseworthy,5,1,2
divine general,idiom,1,1,Praiseworthy,5,1,2
shenliuqihan,idiom,1,1,Desirable,5,1,2
assassination,verb,1,1,Blameworthy,7,2,2
by chance,adj,1,1,Desirable,3,0,1
persistently urge,verb,1,1,Blameworthy,9,2,2
incomplete guarantee,adj,1,1,Disconfirmed,5,1,2
cramming,noun,1,1,Undesirable,5,2,2
ben lin,verb,1,1,Desirable,5,1,2
match,verb,1,1,Desirable,5,0,1
necessary,adj,1,1,Confirmed,3,1,2
piyi,verb,1,1,Undesirable,7,0,1
avoid chaos,verb,1,1,Undesirable,5,0,1
misunderstand,verb,2,1,Blameworthy,3,0,1
kneeling,verb,1,1,Undesirable,7,0,1
magpie,noun,1,1,Desirable,3,0,1
fine hair,adj,1,1,Praiseworthy,3,0,1
scrap goods,noun,1,1,Blameworthy,3,2,2
elixir,noun,1,1,Praiseworthy,3,1,2
sinecure,noun,1,1,Blameworthy,1,0,1
show honor,adj,1,1,Praiseworthy,5,1,2
dangerous peak,noun,1,1,Praiseworthy,3,0,1
modernization,adj,1,1,Praiseworthy,3,1,2
trapped,verb,1,1,Praiseworthy,3,1,2
sa huan'er,verb,1,1,Desirable,7,0,1
three-faced face,noun,1,1,Blameworthy,5,2,2
loose opera,verb,1,1,Undesirable,3,0,1
bereavement,noun,1,1,Undesirable,7,0,1
broom star,noun,1,1,Blameworthy,5,2,2
very pale,adj,1,1,Undesirable,7,0,1
wounded prisoners,noun,1,1,Undesirable,3,0,1
best policy,verb,1,1,Praiseworthy,3,1,2
offer,noun,1,1,Praiseworthy,5,0,1
get started,noun,3,1,Praiseworthy,7,1,2
convulsions,verb,1,1,Undesirable,5,0,1
negative thorn,verb,1,1,Undesirable,7,1,2
technical itch,noun,1,1,Desirable,5,0,1
clamp stick,noun,1,1,Blameworthy,3,0,1
meter,noun,2,1,Praiseworthy,3,1,2
convicted,noun,1,1,Blameworthy,7,2,2
voluntary studies,noun,1,1,Praiseworthy,5,1,2
dissident elements,noun,1,1,Blameworthy,5,0,1
great fate,verb,1,1,Blameworthy,7,2,2
heal,verb,1,1,Desirable,5,1,2
primitive accumulation,verb,1,1,Blameworthy,5,0,1
expedition,noun,1,1,Praiseworthy,5,0,1
invite,verb,1,1,Praiseworthy,3,0,1
leapfrog,verb,1,1,Blameworthy,5,2,2
fainting,verb,1,1,Undesirable,7,0,1
prime minister,noun,1,1,Praiseworthy,5,0,1
compliments,noun,1,1,Praiseworthy,7,1,2
ominous omen,idiom,1,1,Undesirable,7,0,1
yuwang hongli,idiom,1,1,Undesirable,7,0,1
unpopular,idiom,1,1,Blameworthy,7,2,2
childhood sweethearts,idiom,1,1,Desirable,7,1,2
shaoxiaowucai,idiom,1,1,Desirable,7,1,2
outstanding people,idiom,1,1,Praiseworthy,7,1,2
far apart,idiom,1,1,Undesirable,7,0,1
tongdu dayi,idiom,1,1,Praiseworthy,7,0,1
exotic flowers,idiom,1,1,Praiseworthy,5,1,2
panacea,idiom,1,1,Praiseworthy,5,1,2
rare treasure,idiom,1,1,Praiseworthy,9,1,2
fortune,noun,1,1,Desirable,5,1,2
participate,verb,1,1,Praiseworthy,1,0,1
remaining life,noun,1,1,Undesirable,5,0,1
seize,verb,1,1,Blameworthy,5,2,2
have gratitude,idiom,1,1,Praiseworthy,5,1,2
oily face,idiom,1,1,Blameworthy,5,2,2
yu taojun,idiom,1,1,Blameworthy,5,2,2
yu yongkejia,idiom,1,1,Praiseworthy,5,1,2
elm knot,idiom,1,1,Blameworthy,5,2,2
die forever,idiom,1,1,Undesirable,7,0,1
scattered rain,idiom,1,1,Undesirable,5,0,1
yushu qiongzhi,idiom,2,1,Praiseworthy,7,1,2
yuanjuan 蠖橩,idiom,1,1,Praiseworthy,7,1,2
no ambition,adj,1,1,Blameworthy,3,2,2
tiptoe,idiom,1,1,Undesirable,5,2,2
hidden form,idiom,1,1,Blameworthy,5,0,1
golden words,idiom,1,1,Blameworthy,3,2,2
undecided,idiom,1,1,Blameworthy,5,2,2
corporal origami,idiom,1,1,Praiseworthy,5,1,2
rouyuan town,idiom,1,1,Confirmed,5,1,2
frustrated,idiom,1,1,Undesirable,5,0,1
earplugs,idiom,1,1,Blameworthy,5,2,2
it's unreasonable,idiom,1,1,Blameworthy,5,2,2
cold degeneration,idiom,1,1,Blameworthy,5,2,2
great reputation,idiom,1,1,Desirable,5,1,2
deeply understand,idiom,1,1,Praiseworthy,5,1,2
divine sanctification,idiom,1,1,Praiseworthy,5,1,2
drowsiness,idiom,1,1,Undesirable,5,2,2
shenshu guizang,idiom,1,1,Praiseworthy,5,1,2
procrastination,verb,1,1,Blameworthy,5,2,2
skew,adj,1,1,Blameworthy,5,2,2
elegiac couplet,noun,1,1,Undesirable,5,0,1
trump card,noun,1,1,Praiseworthy,7,1,2
prohibited,verb,1,1,Blameworthy,5,2,2
eclectic,idiom,1,1,Desirable,3,0,1
smile cheerfully,idiom,1,1,Desirable,7,0,1
oral chanting,idiom,1,1,Undesirable,5,0,1
withered grass,idiom,1,1,Undesirable,5,0,1
gaozhijiao,idiom,1,1,Blameworthy,9,2,2
troubled,idiom,1,1,Undesirable,7,0,1
kakuhara kamten,idiom,1,1,Undesirable,3,2,2
li guangbuhou,idiom,1,1,Undesirable,7,0,1
successive ranks,idiom,1,1,Desirable,7,1,2
empty handed,idiom,1,1,Undesirable,5,0,1
two-legged bookcase,idiom,1,1,Blameworthy,7,2,2
obscene language,idiom,1,1,Blameworthy,7,2,2
priority,noun,2,2,Praiseworthy,3,0,1
pornographic literature,noun,1,1,Blameworthy,5,2,2
remember,verb,1,1,Undesirable,3,0,1
crotch teeth,idiom,1,1,Blameworthy,5,2,2
jin guoshi,idiom,1,1,Praiseworthy,5,1,2
golden sound,idiom,1,1,Praiseworthy,5,1,2
good tips,idiom,1,1,Praiseworthy,5,1,2
fair-weather brothers,idiom,1,1,Blameworthy,5,2,2
ju weimaocao,idiom,1,1,Undesirable,3,2,2
rat thrower,idiom,2,2,Undesirable,7,2,2
zhihun shumai,idiom,2,2,Blameworthy,7,2,2
rubbing shoulders,idiom,1,1,Blameworthy,5,0,1
zhubi lianhui,idiom,1,1,Praiseworthy,5,1,2
baht measure,idiom,1,1,Praiseworthy,5,1,2
zhumosheben,idiom,1,1,Blameworthy,7,2,2
pomelo empty,idiom,1,1,Undesirable,5,2,2
work tirelessly,idiom,1,1,Praiseworthy,5,1,2
zunyan zhaoxiang,idiom,1,1,Desirable,5,0,1
a fu,noun,1,1,Blameworthy,7,2,2
luo mo,adj,1,1,Undesirable,7,0,1
small favor,idiom,1,1,Blameworthy,3,2,2
harm others,verb,1,1,Blameworthy,7,2,2
common people,idiom,1,1,Blameworthy,9,2,2
keep secret,idiom,1,1,Blameworthy,5,0,1
airy,idiom,1,1,Blameworthy,7,2,2
act lawlessly,idiom,1,1,Blameworthy,7,2,2
waiter,idiom,1,1,Blameworthy,5,2,2
time flies,idiom,1,1,Undesirable,7,0,1
lively conversation,idiom,1,1,Praiseworthy,3,1,2
three hoofs,idiom,1,1,Praiseworthy,3,1,2
濓之素素,idiom,1,1,Praiseworthy,3,0,1
earth shatters,idiom,1,1,Undesirable,7,0,1
consistent part,idiom,1,1,Praiseworthy,5,1,2
stop toiling,idiom,1,1,Undesirable,7,0,1
tongru dashi,idiom,1,1,Praiseworthy,7,1,2
cooperate,idiom,1,1,Praiseworthy,7,1,2
shared hatred,idiom,1,1,Praiseworthy,7,1,2
fighting celebrities,idiom,1,1,Blameworthy,3,2,2
independent kingdom,idiom,1,1,Blameworthy,5,2,2
du jianfangwei,idiom,1,1,Praiseworthy,5,1,2
